Date,Open,High,Low,Close,Volume
2005-10-25,33.2978,33.383,33.0253,33.2297,86665800
2005-10-26,33.2041,33.4512,33.0167,33.0593,89878100
2005-10-27,33.0338,33.0508,32.3949,32.3949,132231100
2005-10-28,32.5056,32.7016,32.3012,32.6419,95243900
2005-10-31,32.7527,33.2638,32.7271,33.1104,115279100
2005-11-01,33.0338,33.2297,32.9741,33.0849,73502300
2005-11-02,32.9912,33.613,32.9741,33.5193,101409900
2005-11-03,33.8515,34.1497,33.8004,34.0219,137054000
2005-11-04,34.073,34.2689,33.9367,34.1411,100944500
2005-11-07,34.2519,34.32,34.0304,34.1837,65324500
2005-11-08,34.1411,34.3711,34.0645,34.1922,78859700
2005-11-09,34.1752,34.3541,34.0985,34.2093,72458800
2005-11-10,34.2263,34.6607,34.0048,34.5841,120763100
2005-11-11,34.7289,34.8567,34.6522,34.6778,80057200
2005-11-14,34.7289,34.8056,34.5841,34.6778,53652400
2005-11-15,34.6948,34.8396,34.3967,34.5159,79543500
2005-11-16,34.6096,34.7374,34.4648,34.7289,65895700
2005-11-17,34.8482,35.1974,34.797,35.1889,94425500
2005-11-18,35.3678,35.4785,35.1548,35.3081,108820200
2005-11-21,35.2655,35.4189,35.1292,35.3933,69731400
2005-11-22,35.3252,35.6659,35.2315,35.5211,88814000
2005-11-23,35.5466,35.7937,35.5296,35.6063,64101200
2005-11-25,35.6404,35.7255,35.5467,35.683,22930200
2005-11-28,35.7766,35.7766,35.3507,35.3848,74716200
2005-11-29,35.5807,35.6489,35.2144,35.2144,77443000
2005-11-30,35.1633,35.3422,35.0867,35.1293,88044400
2005-12-01,35.3593,35.8192,35.3507,35.7852,91914100
2005-12-02,35.7255,35.8874,35.6659,35.8703,72929200
2005-12-05,35.8277,35.8277,35.4615,35.6063,61519900
2005-12-06,35.8022,36.0407,35.6915,35.7255,81509400
2005-12-07,35.7766,35.8022,35.4615,35.6574,83885500
2005-12-08,35.7425,35.7766,35.1548,35.4018,112043200
2005-12-09,35.4018,35.5807,35.2485,35.5381,56526900
2005-12-12,35.6659,35.7255,35.5041,35.6659,44863600
2005-12-13,35.6233,35.9555,35.5722,35.8107,76611600
2005-12-14,35.7341,35.8618,35.5296,35.6915,73581600
2005-12-15,35.7766,35.8363,35.4444,35.7511,72607200
2005-12-16,35.7434,35.8117,35.4787,35.5043,63743000
2005-12-19,35.5812,35.6153,34.9237,34.9408,75341700
2005-12-20,34.9664,35.1371,34.7956,34.9664,70257700
2005-12-21,35.0261,35.3592,34.9664,35.1201,68935000
2005-12-22,35.103,35.4018,35.0944,35.3506,59149500
2005-12-23,35.4445,35.5128,35.2652,35.3506,38000400
2005-12-27,35.4531,35.5897,34.9834,35.0432,55656300
2005-12-28,35.0603,35.2054,34.8981,35.0005,50302400
2005-12-29,35.0347,35.1115,34.7102,34.77,47301700
2005-12-30,34.6163,34.6504,34.4626,34.5053,60026500
2006-01-03,34.7102,35.4275,34.2918,35.2738,109350400
2006-01-04,35.3592,35.6409,35.2823,35.6409,92769400
2006-01-05,35.6495,35.8629,35.6153,35.7946,77656900
2006-01-06,36.0849,36.4606,35.9142,36.4436,110053900
2006-01-09,36.4436,36.6485,36.307,36.5887,80768800
2006-01-10,36.4265,36.6485,36.3326,36.6143,84369400
2006-01-11,36.7168,36.9815,36.6058,36.8961,100761400
2006-01-12,36.8534,36.9644,36.5887,36.7168,82429200
2006-01-13,36.6656,36.7595,36.4863,36.6997,64572100
2006-01-17,36.418,36.5375,36.2899,36.4607,77962100
2006-01-18,35.8886,36.2557,35.88,36.0423,121021900
2006-01-19,36.2216,36.5631,36.1106,36.307,111094000
2006-01-20,36.2557,36.2813,35.1371,35.2225,188569400
2006-01-23,35.3164,35.3933,35.0774,35.2311,111381900
2006-01-24,35.3165,35.6068,35.2738,35.3848,77956900
2006-01-25,35.5555,35.5811,35.0774,35.2311,99826400
2006-01-26,35.436,35.5982,35.2055,35.4787,112600600
2006-01-27,35.6922,36.196,35.6409,35.9569,110830400
2006-01-30,36.0166,36.1362,35.9227,36.0252,53942600
2006-01-31,36.0081,36.0935,35.7007,35.8629,100988100
2006-02-01,35.6409,36.0081,35.6068,35.991,89168700
2006-02-02,35.8715,35.9313,35.3592,35.3762,94047400
2006-02-03,35.1115,35.2055,34.8212,34.9408,121094200
2006-02-06,34.77,35.0176,34.659,34.8468,58162800
2006-02-07,34.7871,34.9493,34.5309,34.6931,87327000
2006-02-08,34.9407,35.1371,34.7444,35.0944,89907800
2006-02-09,35.1884,35.325,34.6931,34.7614,78213400
2006-02-10,34.7358,35.0603,34.3772,34.9749,102575900
2006-02-13,34.7529,34.7871,34.4113,34.5736,70643100
2006-02-14,34.6419,35.0261,34.5053,34.9237,94340300
2006-02-15,34.8297,35.2311,34.7785,35.1457,92254300
2006-02-16,35.2738,35.4787,35.1371,35.4701,103859600
2006-02-17,35.4018,35.4018,35.1798,35.1884,81770200
2006-02-21,35.1884,35.2396,34.6761,34.7956,85101400
2006-02-22,34.8212,35.4701,34.7358,35.2311,91983900
2006-02-23,35.1713,35.4702,35.0774,35.1371,66517100
2006-02-24,35.1713,35.2567,35.0176,35.2311,57085400
2006-02-27,35.3165,35.7519,35.2908,35.6239,64945000
2006-02-28,35.5299,35.6239,34.9834,35.0944,117564600
2006-03-01,35.2055,35.6665,35.1371,35.5726,80962300
2006-03-02,35.4787,35.7263,35.3592,35.5982,69856500
2006-03-03,35.3933,35.8715,35.3421,35.3933,112066100
2006-03-06,35.4702,35.547,34.9749,35.0859,99581000
2006-03-07,35.0261,35.0688,34.7102,34.881,96441100
2006-03-08,34.8041,35.0859,34.5821,34.8981,103961900
2006-03-09,35.009,35.1371,34.5565,34.5992,108556700
2006-03-10,34.565,34.8297,34.3174,34.6333,124474900
2006-03-13,34.787,34.9578,34.6846,34.7358,69169100
2006-03-14,34.7017,35.3677,34.7017,35.325,118201000
2006-03-15,35.4616,35.6239,35.2823,35.6239,84375800
2006-03-16,35.7349,35.7946,35.2908,35.325,101371200
2006-03-17,35.3242,35.5378,35.2302,35.4181,78219600
2006-03-20,35.5207,35.6147,35.3754,35.5036,60240100
2006-03-21,35.1276,35.8966,35.102,35.1276,136566000
2006-03-22,34.9311,35.2729,34.914,35.2131,112282800
2006-03-23,35.1105,35.2216,34.8798,35.1105,75158200
2006-03-24,35.2301,35.4609,35.0507,35.29,81795500
2006-03-27,35.2729,35.4694,35.2387,35.2985,54400400
2006-03-28,35.3669,35.6061,35.0251,35.1533,100522800
2006-03-29,35.2045,35.9735,35.1789,35.8197,130669100
2006-03-30,35.8966,36.1444,35.7087,35.9308,115915600
2006-03-31,35.9992,36.0505,35.7514,35.8283,71074600
2006-04-03,36.0162,36.2042,35.8026,35.871,80730700
2006-04-04,35.9308,36.153,35.8283,36.0676,89952600
2006-04-05,36.1445,36.4606,36.0676,36.4093,91628200
2006-04-06,36.3922,36.6913,36.2641,36.5119,91712800
2006-04-07,36.6401,36.7853,36.1445,36.1615,116604300
2006-04-10,36.2299,36.3153,35.965,36.1103,58981900
2006-04-11,36.2213,36.2555,35.6403,35.8197,91481900
2006-04-12,35.8368,35.9565,35.7172,35.8283,58751200
2006-04-13,35.8027,36.1701,35.7087,35.9735,63476900
2006-04-17,35.9223,36.0675,35.3669,35.5976,104072100
2006-04-18,35.6916,36.3666,35.6916,36.2812,124291700
2006-04-19,36.3495,36.4435,36.1444,36.4435,79050300
2006-04-20,36.435,36.5888,36.2128,36.3153,81408000
2006-04-21,36.452,36.5033,35.7343,35.8881,130181200
2006-04-24,35.8454,35.9479,35.6488,35.8539,78556400
2006-04-25,35.9479,35.9735,35.589,35.777,77660800
2006-04-26,35.7685,35.9394,35.6318,35.7685,82537000
2006-04-27,35.6061,36.3068,35.4609,36.1103,173950100
2006-04-28,35.8881,36.0761,35.7001,35.7599,88876600
2006-05-01,35.8197,35.9308,35.2985,35.4096,92875500
2006-05-02,35.5634,35.6574,35.3754,35.5036,85148100
2006-05-03,35.5207,35.5805,35.2729,35.4523,74971600
2006-05-04,35.4865,35.8796,35.4865,35.7428,88696800
2006-05-05,35.9735,36.0675,35.8368,36.0248,80392200
2006-05-08,35.9565,36.1274,35.9479,36.059,45079100
2006-05-09,35.9735,36.0419,35.8625,35.9223,48528800
2006-05-10,35.8283,35.871,35.5036,35.6061,92424200
2006-05-11,35.5719,35.589,34.7175,34.8115,140989700
2006-05-12,34.6577,34.7089,34.333,34.3415,153920800
2006-05-15,34.1962,34.4697,33.9997,34.3159,127896500
2006-05-16,34.3244,34.4013,33.9826,34.0595,132397500
2006-05-17,33.9057,34.0168,33.5212,33.5981,207897100
2006-05-18,33.7433,33.8886,33.3247,33.3674,139690900
2006-05-19,33.4955,33.7263,33.111,33.6237,194306300
2006-05-22,33.3332,33.5297,33.0,33.299,169591800
2006-05-23,33.5468,33.6494,32.9572,32.9743,142243900
2006-05-24,32.9231,33.3588,32.6667,33.1965,234981600
2006-05-25,33.4186,33.6494,33.1708,33.6323,123510900
2006-05-26,33.7092,33.8203,33.5212,33.7434,91319600
2006-05-30,33.581,33.6066,32.9914,33.017,105606200
2006-05-31,33.0769,33.3759,32.9316,33.1709,137066200
2006-06-01,33.2648,33.957,33.1879,33.957,119357400
2006-06-02,34.145,34.1791,33.5895,33.8715,128864100
2006-06-05,33.8032,33.8032,33.1367,33.1367,103190600
2006-06-06,33.1965,33.2819,32.7692,33.111,127271000
2006-06-07,33.1538,33.4699,32.8547,32.8632,130754700
2006-06-08,32.7009,32.9487,32.0344,32.812,280562200
2006-06-09,32.9487,33.1025,32.5642,32.5984,144146200
2006-06-12,32.6411,32.6923,31.9489,31.9575,145607500
2006-06-13,32.0344,32.2993,31.7524,31.8293,207099500
2006-06-14,31.9233,32.2224,31.7866,32.154,201876800
2006-06-15,32.342,33.1452,32.2993,33.0256,200700400
2006-06-16,32.9623,33.0735,32.663,32.7827,120006100
2006-06-19,32.9196,32.9538,32.4151,32.5177,129450100
2006-06-20,32.569,32.9025,32.4407,32.5604,102871700
2006-06-21,32.6117,33.3385,32.6032,33.0735,129548100
2006-06-22,32.9965,33.0735,32.4835,32.6545,143100500
2006-06-23,32.6289,32.9452,32.4322,32.6203,88050200
2006-06-26,32.6374,32.8255,32.5519,32.7058,65157700
2006-06-27,32.7229,32.7742,32.056,32.0902,128227500
2006-06-28,32.1671,32.3552,31.9619,32.3296,91576300
2006-06-29,32.475,33.3129,32.4066,33.3129,181997200
2006-06-30,33.4497,33.4668,33.0735,33.1504,82719200
2006-07-03,33.253,33.3471,33.1846,33.3471,21598500
2006-07-05,33.0393,33.0735,32.569,32.6203,93724000
2006-07-06,32.7229,32.9025,32.5006,32.5861,70615200
2006-07-07,32.4065,32.6374,32.1244,32.227,108063300
2006-07-10,32.3125,32.4322,31.7823,31.9448,105109800
2006-07-11,31.8764,32.2697,31.7054,32.1842,136114200
2006-07-12,32.1158,32.1842,31.5002,31.5771,154458900
2006-07-13,31.3292,31.6712,31.047,31.047,177745500
2006-07-14,31.0385,31.1069,30.6024,30.7306,172448500
2006-07-17,30.7392,30.9957,30.6708,30.8076,134311000
2006-07-18,30.9701,31.0641,30.3886,30.9102,206964900
2006-07-19,30.8846,31.4916,30.8589,31.3121,192517600
2006-07-20,31.4232,31.466,30.8161,30.8503,152292100
2006-07-21,30.6793,30.7477,30.457,30.5254,119343000
2006-07-24,30.6451,31.1496,30.6109,31.1325,130269300
2006-07-25,31.2009,31.4147,30.9872,31.3121,108869600
2006-07-26,31.218,31.5258,30.9786,31.2864,107170500
2006-07-27,31.4147,31.6712,30.9957,31.0812,99698700
2006-07-28,31.2351,31.7567,31.2095,31.731,93556100
2006-07-31,31.7054,31.9106,31.5429,31.7225,78015300
2006-08-01,31.4403,31.466,31.0042,31.1924,98552800
2006-08-02,31.3035,31.7481,31.3035,31.5429,87370600
2006-08-03,31.2266,31.9277,31.1924,31.7396,99205600
2006-08-04,32.0218,32.1757,31.3121,31.5942,123493800
2006-08-07,31.56,31.5857,31.2351,31.389,69634800
2006-08-08,31.4745,31.5515,31.0042,31.1924,124139900
2006-08-09,31.6284,31.9021,31.1496,31.2351,145342200
2006-08-10,31.1496,31.5344,31.047,31.4574,102481300
2006-08-11,31.3377,31.3719,31.0983,31.2351,86903200
2006-08-14,31.5002,31.8679,31.3805,31.4403,109281100
2006-08-15,31.808,32.2783,31.7139,32.2355,133712100
2006-08-16,32.4749,33.0136,32.3552,32.9965,135452100
2006-08-17,32.8853,33.33,32.8682,33.1162,129492200
2006-08-18,33.0307,33.2017,32.7315,33.1675,97754500
2006-08-21,32.9196,32.9709,32.7143,32.8511,66668400
2006-08-22,32.7999,33.1846,32.663,32.8597,102058600
2006-08-23,32.8854,33.0649,32.4236,32.6117,96056300
2006-08-24,32.7058,32.7913,32.4236,32.7058,78985300
2006-08-25,32.6374,33.0393,32.5434,32.7657,73572900
2006-08-28,32.74,33.1675,32.6972,33.0136,80035000
2006-08-29,32.988,33.1419,32.6459,33.1162,104842000
2006-08-30,33.1077,33.3727,33.0051,33.2701,75687200
2006-08-31,33.3129,33.3728,33.1419,33.236,61207200
2006-09-01,33.4155,33.5267,33.2616,33.4155,69388500
2006-09-05,33.4326,33.7575,33.2188,33.7404,85582800
2006-09-06,33.4326,33.5096,33.0136,33.0649,97888600
2006-09-07,32.9623,33.2616,32.7999,32.911,115877400
2006-09-08,32.9538,33.1932,32.8854,33.1077,96627000
2006-09-11,32.8426,33.4754,32.7657,33.3129,142377500
2006-09-12,33.3043,34.0311,33.3043,33.9285,124102400
2006-09-13,33.9542,34.1851,33.8858,34.1594,116054300
2006-09-14,34.0739,34.3903,33.997,34.1936,98116000
2006-09-15,34.4785,34.6154,34.2218,34.3159,137825600
2006-09-18,34.3245,34.564,34.1705,34.3245,117806700
2006-09-19,34.4101,34.4357,33.8112,34.0935,159060800
2006-09-20,34.393,34.6838,34.3844,34.5897,116635500
2006-09-21,34.6753,34.7951,34.2903,34.3758,121886900
2006-09-22,34.3502,34.3587,33.9652,34.1106,100996400
2006-09-25,34.256,34.7865,33.948,34.7095,136473400
2006-09-26,34.6667,34.9063,34.5641,34.8806,113375600
2006-09-27,34.795,35.0346,34.6496,34.8378,113003800
2006-09-28,34.8806,34.9833,34.5897,34.9319,85943600
2006-09-29,34.9918,35.0175,34.7523,34.7779,85438200
2006-10-02,34.7351,34.8207,34.2903,34.3416,97068800
2006-10-03,34.2389,34.6325,34.1192,34.487,116261400
2006-10-04,34.4272,35.3426,34.3416,35.334,149209500
2006-10-05,35.334,35.5565,35.2314,35.5051,91799900
2006-10-06,35.3854,35.5565,35.2827,35.4282,85450400
2006-10-09,35.3854,35.7105,35.3512,35.5479,62786100
2006-10-10,35.5907,35.719,35.3426,35.6078,98181800
2006-10-11,35.4453,35.7875,35.2228,35.5394,136561300
2006-10-12,35.7276,36.1468,35.6763,36.104,95260200
2006-10-13,36.1297,36.3778,36.0527,36.3008,80470200
2006-10-16,36.3008,36.4634,36.2751,36.335,62017400
2006-10-17,36.0784,36.104,35.7276,35.9329,146149100
2006-10-18,36.1211,36.1981,35.6335,35.7618,120366100
2006-10-19,35.6677,36.027,35.5822,35.8474,108198400
2006-10-20,35.9671,36.0014,35.6249,35.9329,105454300
2006-10-23,35.8645,36.4291,35.7789,36.3008,126960500
2006-10-24,36.1725,36.3179,35.8645,36.0527,103541700
2006-10-25,36.0698,36.3778,35.9757,36.3008,125399500
2006-10-26,36.4292,36.72,36.1212,36.6345,130260700
2006-10-27,36.5489,36.6345,36.0014,36.1126,129375000
2006-10-30,36.0698,36.489,35.9843,36.3436,103899900
2006-10-31,36.412,36.5831,36.1981,36.4291,135811800
2006-11-01,36.5575,36.5917,35.7789,35.9329,148960600
2006-11-02,35.7704,36.0527,35.7105,35.9672,100216400
2006-11-03,36.0185,36.0955,35.5992,35.873,119263300
2006-11-06,35.9928,36.5404,35.9843,36.3949,101283300
2006-11-07,36.3949,36.8655,36.335,36.643,139706500
2006-11-08,36.4377,36.9596,36.335,36.8141,180245700
2006-11-09,37.0109,37.0879,36.5061,36.643,124278000
2006-11-10,36.6516,36.8227,36.5061,36.8141,82419400
2006-11-13,36.8312,37.2505,36.7885,37.1906,89146200
2006-11-14,37.2162,37.6184,36.9938,37.5841,121962800
2006-11-15,37.6355,37.9862,37.5756,37.7381,116565900
2006-11-16,37.8665,38.0033,37.6611,37.9007,113513200
2006-11-17,37.6954,37.9007,37.6012,37.9007,95162500
2006-11-20,37.7809,38.0547,37.6526,37.9777,107184100
2006-11-21,38.0033,38.0803,37.8579,38.029,68092200
2006-11-22,38.1402,38.2857,37.8665,38.2686,69852700
2006-11-24,37.9862,38.3798,37.9691,38.2001,51762900
2006-11-27,38.0803,38.1659,37.336,37.336,159506300
2006-11-28,37.2248,37.5071,37.0794,37.4472,118268400
2006-11-29,37.644,37.798,37.3531,37.7039,139515500
2006-11-30,37.6868,37.8836,37.4644,37.6782,123457100
2006-12-01,37.644,37.9435,37.0109,37.3531,144559600
2006-12-04,37.4643,38.0547,37.4643,37.8665,89782400
2006-12-05,37.9777,38.1146,37.8066,38.0034,84697500
2006-12-06,37.8836,37.9862,37.7039,37.8665,78207500
2006-12-07,37.9349,38.0547,37.3874,37.3874,124936100
2006-12-08,37.2676,37.8665,37.1906,37.5585,133798700
2006-12-11,37.4986,37.9606,37.4301,37.6954,72931300
2006-12-12,37.6868,37.7552,37.2676,37.4729,110985900
2006-12-13,37.7296,37.7381,37.3189,37.5414,79035500
2006-12-14,37.6183,38.1317,37.5927,37.9606,109104200
2006-12-15,38.2724,38.3409,37.9897,38.0582,99942300
2006-12-18,38.1867,38.3323,37.5186,37.6813,121588700
2006-12-19,37.3901,37.7413,37.1588,37.5614,136535200
2006-12-20,37.6042,37.7841,37.4072,37.4243,67213400
2006-12-21,37.4672,37.51,37.0132,37.1588,102952300
2006-12-22,37.1759,37.1845,36.7733,36.7733,92858600
2006-12-26,36.7733,36.9361,36.7305,36.9275,50848600
2006-12-27,37.0132,37.1759,36.919,37.116,54129200
2006-12-28,37.0046,37.1588,36.8761,36.9361,69016000
2006-12-29,36.996,37.3558,36.9361,36.9703,75152500
2007-01-03,37.2273,37.7413,36.4221,37.0389,167689500
2007-01-04,37.0903,37.8698,36.9618,37.7413,136853500
2007-01-05,37.647,37.647,37.2444,37.5614,138958800
2007-01-08,37.5957,37.7927,37.3815,37.5871,106401600
2007-01-09,37.6985,37.9383,37.373,37.7756,121577500
2007-01-10,37.6556,38.2552,37.5357,38.221,121070100
2007-01-11,38.2981,38.752,38.2467,38.615,174029800
2007-01-12,38.5636,38.8463,38.5208,38.812,104217300
2007-01-16,38.8463,38.8891,38.6578,38.7863,95690500
2007-01-17,38.6236,38.7949,38.4009,38.4694,127142600
2007-01-18,38.3666,38.4094,37.6471,37.7584,189029800
2007-01-19,37.6642,37.9297,37.6128,37.8355,127544300
2007-01-22,37.8698,37.8869,37.2702,37.4243,123441700
2007-01-23,37.3986,37.6728,37.2616,37.3301,133103600
2007-01-24,37.57,37.964,37.4929,37.9469,117615300
2007-01-25,37.9983,38.0925,37.3301,37.4586,158337600
2007-01-26,37.5271,37.5443,37.0817,37.3216,146284300
2007-01-29,37.2273,37.6128,37.1759,37.3558,104191500
2007-01-30,37.4158,37.51,37.2787,37.373,69605900
2007-01-31,37.3301,37.8526,37.116,37.7498,157772500
2007-02-01,37.9212,38.0325,37.5614,37.6899,147365600
2007-02-02,37.7927,37.904,37.6385,37.8269,98189200
2007-02-05,37.8098,37.9983,37.6556,37.7927,96347800
2007-02-06,37.8612,37.8869,37.3815,37.7413,121110200
2007-02-07,37.9297,38.2467,37.7927,38.0839,117823800
2007-02-08,38.0325,38.2038,37.8869,38.0753,89521900
2007-02-09,38.1782,38.3066,37.4586,37.5871,133472000
2007-02-12,37.5785,37.5957,37.3387,37.4415,126940000
2007-02-13,37.5014,37.6899,37.4329,37.57,93648000
2007-02-14,37.7241,38.298,37.7241,38.2038,133370000
2007-02-15,38.2295,38.4266,38.161,38.4266,110452500
2007-02-16,38.2552,38.4009,38.1781,38.2981,72342200
2007-02-20,38.2381,38.6493,38.0582,38.5893,93629000
2007-02-21,38.4779,38.7263,38.4008,38.7092,95864000
2007-02-22,38.8548,39.0176,38.6064,38.9062,116344400
2007-02-23,38.9062,38.9405,38.5979,38.7692,113467100
2007-02-26,38.9576,38.9748,38.3409,38.5807,101623700
2007-02-27,38.0068,38.1011,36.8847,36.9961,317813200
2007-02-28,36.9618,37.4843,36.7733,37.116,214978700
2007-03-01,36.4478,37.2959,36.1823,36.9447,231806500
2007-03-02,36.6448,36.9532,36.3793,36.3879,183359400
2007-03-05,36.1052,36.662,36.0281,36.1052,171885400
2007-03-06,36.4307,36.8247,36.405,36.7048,155551800
2007-03-07,36.7134,36.8161,36.5335,36.5592,119979300
2007-03-08,36.9447,37.0389,36.6962,36.8076,120900700
2007-03-09,37.116,37.1245,36.5335,36.7733,128597600
2007-03-12,36.7219,37.0731,36.6877,37.0132,81310100
2007-03-13,36.8333,37.0389,36.2851,36.2936,171231800
2007-03-14,36.3451,36.8333,36.0624,36.8247,192586700
2007-03-15,36.7476,36.8847,36.5934,36.7391,111627400
2007-03-16,36.8051,36.8908,36.5222,36.7108,108328800
2007-03-19,36.9079,37.1908,36.8137,37.0879,95913200
2007-03-20,37.0794,37.3622,37.0365,37.3536,78755700
2007-03-21,37.4051,38.0908,37.1565,38.0736,173333500
2007-03-22,38.0908,38.0993,37.7908,37.9365,114856300
2007-03-23,37.9365,38.0308,37.7736,37.8165,68530300
2007-03-26,37.8336,37.9879,37.3965,37.9708,114237300
2007-03-27,37.9108,37.9194,37.6708,37.7051,76419200
2007-03-28,37.5422,37.7393,37.2936,37.3022,142795000
2007-03-29,37.5594,37.5851,36.9422,37.3451,124407000
2007-03-30,37.3365,37.6022,37.0451,37.3108,120418700
2007-04-02,37.4308,37.5079,37.1136,37.3622,89617700
2007-04-03,37.5593,37.9793,37.5336,37.8508,105814500
2007-04-04,37.8765,38.0393,37.8251,38.0051,85147200
2007-04-05,37.9622,38.2108,37.9108,38.1936,54220200
2007-04-09,38.3222,38.3565,38.0393,38.0993,63050200
2007-04-10,38.0908,38.2965,38.065,38.2965,76364500
2007-04-11,38.2622,38.2793,37.7736,37.8936,114012300
2007-04-12,37.8336,38.245,37.6708,38.1936,113801300
2007-04-13,38.2022,38.3308,37.9622,38.2708,94572000
2007-04-16,38.4251,38.6993,38.4251,38.6222,72803200
2007-04-17,38.6993,38.7422,38.5365,38.7079,81852300
2007-04-18,38.5108,38.7679,38.425,38.5793,82002500
2007-04-19,38.4079,38.785,38.3308,38.6993,95413000
2007-04-20,39.0165,39.145,38.7422,38.9136,122377400
2007-04-23,38.965,39.085,38.8622,38.9736,85303300
2007-04-24,39.1107,39.2822,38.8536,39.1707,108143700
2007-04-25,39.2993,39.7022,39.1708,39.6936,106818100
2007-04-26,39.7879,39.985,39.7107,39.8993,99308300
2007-04-27,39.745,40.0279,39.6765,39.9165,96536500
2007-04-30,39.8479,39.8822,39.3593,39.3936,93290500
2007-05-01,39.4022,39.5479,39.1365,39.3593,135044400
2007-05-02,39.505,39.925,39.4707,39.7879,91971600
2007-05-03,39.865,40.045,39.7965,39.9336,98003600
2007-05-04,40.0879,40.1907,39.7879,39.9679,93591800
2007-05-07,39.9936,40.0965,39.9165,39.9679,47487900
2007-05-08,39.8307,40.0879,39.685,40.0536,95138900
2007-05-09,39.8479,40.2593,39.8222,40.1393,116021000
2007-05-10,40.0021,40.0964,39.4879,39.5907,171196300
2007-05-11,39.6336,40.0964,39.5822,40.0964,104767900
2007-05-14,40.0879,40.1822,39.5907,39.8222,118899200
2007-05-15,39.7879,40.0279,39.4193,39.5136,179438500
2007-05-16,39.5993,39.9079,39.3507,39.8993,144420500
2007-05-17,39.8479,39.9164,39.6764,39.7107,109869100
2007-05-18,39.8393,40.0365,39.7536,40.0365,104961700
2007-05-21,40.0622,40.4907,40.0022,40.2936,112831400
2007-05-22,40.3193,40.525,40.1736,40.3279,98029100
2007-05-23,40.4479,40.6022,40.1136,40.1393,119220600
2007-05-24,40.165,40.3193,39.4022,39.565,206268600
2007-05-25,39.6507,39.9079,39.5822,39.8136,87143200
2007-05-29,39.8565,40.165,39.7793,40.1222,99702400
2007-05-30,39.8393,40.4564,39.7279,40.4479,132036500
2007-05-31,40.5593,40.7307,40.465,40.6364,109457700
2007-06-01,40.7822,40.945,40.6022,40.6622,125089800
2007-06-04,40.5164,40.8336,40.4907,40.7821,64782700
2007-06-05,40.6707,40.7821,40.285,40.7821,151160400
2007-06-06,40.6022,40.6107,40.2507,40.345,183166500
2007-06-07,40.2079,40.465,39.7022,39.7193,221373300
2007-06-08,39.7022,40.225,39.565,40.2079,177587800
2007-06-11,40.1822,40.4479,40.0793,40.1307,97100400
2007-06-12,39.9164,40.3193,39.8136,39.8907,153967700
2007-06-13,40.0622,40.3622,39.8907,40.3279,147985300
2007-06-14,40.3707,40.705,40.3622,40.5936,101531900
2007-06-15,40.9685,41.0628,40.8741,40.9685,100378400
2007-06-18,41.0456,41.0628,40.8912,40.977,75713200
2007-06-19,40.8569,41.0542,40.754,40.9685,109621300
2007-06-20,41.0285,41.1057,40.5224,40.5824,161889500
2007-06-21,40.5653,40.9942,40.3851,40.9513,143181300
2007-06-22,40.8655,40.9255,40.4366,40.5653,153328700
2007-06-25,40.5738,40.814,40.1621,40.3937,136602600
2007-06-26,40.5824,40.591,40.0935,40.1621,128211900
2007-06-27,40.1192,40.7969,40.0592,40.7797,141196200
2007-06-28,40.7626,41.0456,40.7197,40.7626,116546300
2007-06-29,40.9856,41.0714,40.4966,40.8312,124794700
2007-07-02,40.9255,41.2172,40.8998,41.2,80863100
2007-07-03,41.2515,41.4488,41.2086,41.4402,34803300
2007-07-05,41.466,41.8348,41.4231,41.7404,73588500
2007-07-06,41.7834,41.9549,41.6032,41.912,65804300
2007-07-09,41.9463,42.0149,41.7919,41.9377,66768800
2007-07-10,41.7062,41.9463,41.5432,41.5861,104383100
2007-07-11,41.4917,41.8691,41.4488,41.8691,99637600
2007-07-12,42.0064,42.6068,41.9635,42.5125,107667100
2007-07-13,42.5725,42.8642,42.5211,42.8041,74232200
2007-07-16,42.7956,42.9585,42.684,42.7612,77799500
2007-07-17,42.8556,43.1472,42.8213,43.0872,124833700
2007-07-18,42.847,43.0357,42.5811,43.0357,144915900
2007-07-19,43.2416,43.4561,43.1558,43.1644,116563800
2007-07-20,43.1386,43.1987,42.6669,42.9328,163721300
2007-07-23,43.0786,43.1558,42.8213,42.9499,107464100
2007-07-24,42.6326,42.9757,42.075,42.3152,175496200
2007-07-25,42.5296,42.6068,42.0836,42.3752,170258700
2007-07-26,42.0836,42.4353,41.2172,42.0149,318522000
2007-07-27,41.9377,42.135,41.1657,41.1657,246387600
2007-07-30,41.363,41.8005,41.1314,41.6461,166517200
2007-07-31,42.0064,42.0235,40.6854,40.7711,260224500
2007-08-01,40.651,41.1143,40.2993,41.0885,301153900
2007-08-02,41.1143,41.5432,40.9942,41.466,177369900
2007-08-03,41.3888,41.4402,40.4452,40.6768,166048400
2007-08-06,40.7197,41.1915,40.3422,41.1486,190869100
2007-08-07,41.0714,41.7061,40.7283,41.4402,167109700
2007-08-08,41.6118,42.0836,41.5174,41.8949,164831200
2007-08-09,41.3373,42.0064,40.9084,40.9255,242418200
2007-08-10,40.4881,41.0285,39.9991,40.5567,247006400
2007-08-13,40.8998,41.0714,40.7282,40.8312,116935100
2007-08-14,40.917,40.9513,40.0849,40.1364,153529800
2007-08-15,40.042,40.3937,39.2957,39.3729,214854100
2007-08-16,39.0555,39.3815,38.0776,38.9869,362468700
2007-08-17,39.7246,39.9648,39.107,39.7246,223246600
