Date,capital_100,fijo_10k,riesgo_1pct_atr,riesgo_2pct_atr,apalancado_x2
2000-03-10,1.13225,1.13624,1.01673,1.03323,1.25317
2000-03-13,1.13225,1.13624,1.01673,1.03323,1.25317
2000-03-14,1.13225,1.13624,1.01673,1.03323,1.25317
2000-03-15,1.09317,1.10172,1.01262,1.02488,1.16666
2000-03-16,1.15559,1.15883,1.01939,1.03857,1.29991
2000-03-17,1.17751,1.17779,1.02165,1.04318,1.34921
2000-03-20,1.17891,1.17898,1.02179,1.04347,1.35243
2000-03-21,1.17891,1.17898,1.02179,1.04347,1.35243
2000-03-22,1.17891,1.17898,1.02179,1.04347,1.35243
2000-03-23,1.17891,1.17898,1.02179,1.04347,1.35243
2000-03-24,1.17891,1.17898,1.02179,1.04347,1.35243
2000-03-27,1.17891,1.17898,1.02179,1.04347,1.35243
2000-03-28,1.17891,1.17898,1.02179,1.04347,1.35243
2000-03-29,1.17891,1.17898,1.02179,1.04347,1.35243
2000-03-30,1.17832,1.17848,1.02173,1.04336,1.35108
2000-03-31,1.20304,1.19946,1.0241,1.04819,1.40776
2000-04-03,1.13094,1.13953,1.01732,1.03432,1.23903
2000-04-04,1.11996,1.12982,1.01623,1.0321,1.21496
2000-04-05,1.10004,1.11204,1.01423,1.02804,1.17175
2000-04-06,1.12614,1.13576,1.01689,1.03343,1.22734
2000-04-07,1.14342,1.1511,1.01861,1.03693,1.26501
2000-04-10,1.14342,1.1511,1.01861,1.03693,1.26501
2000-04-11,1.14342,1.1511,1.01861,1.03693,1.26501
2000-04-12,1.14342,1.1511,1.01861,1.03693,1.26501
2000-04-13,1.08359,1.09878,1.01477,1.0291,1.13262
2000-04-14,0.9897,1.01213,1.00843,1.01624,0.93634
2000-04-17,1.1036,1.12721,1.0168,1.03311,1.15186
2000-04-18,1.13284,1.15371,1.01874,1.03706,1.21291
2000-04-19,1.13843,1.15864,1.01911,1.0378,1.22487
2000-04-20,1.13843,1.15864,1.01911,1.0378,1.22487
2000-04-24,1.13843,1.15864,1.01911,1.0378,1.22487
2000-04-25,1.13843,1.15864,1.01911,1.0378,1.22487
2000-04-26,1.13843,1.15864,1.01911,1.0378,1.22487
2000-04-27,1.13843,1.15864,1.01911,1.0378,1.22487
2000-04-28,1.13843,1.15864,1.01911,1.0378,1.22487
2000-05-01,1.13843,1.15864,1.01911,1.0378,1.22487
2000-05-02,1.13843,1.15864,1.01911,1.0378,1.22487
2000-05-03,1.13843,1.15864,1.01911,1.0378,1.22487
2000-05-04,1.13843,1.15864,1.01911,1.0378,1.22487
2000-05-05,1.13843,1.15864,1.01911,1.0378,1.22487
2000-05-08,1.13843,1.15864,1.01911,1.0378,1.22487
2000-05-09,1.13843,1.15864,1.01911,1.0378,1.22487
2000-05-10,1.07549,1.10336,1.0149,1.02923,1.08943
2000-05-11,1.14123,1.16449,1.01953,1.03863,1.22262
2000-05-12,1.14123,1.16449,1.01953,1.03863,1.22262
2000-05-15,1.19096,1.20806,1.02285,1.04539,1.32917
2000-05-16,1.22467,1.23637,1.02501,1.04981,1.40442
2000-05-17,1.203,1.21867,1.02366,1.04704,1.35472
2000-05-18,1.203,1.21867,1.02366,1.04704,1.35472
2000-05-19,1.203,1.21867,1.02366,1.04704,1.35472
2000-05-22,1.203,1.21867,1.02366,1.04704,1.35472
2000-05-23,1.203,1.21867,1.02366,1.04704,1.35472
2000-05-24,1.203,1.21867,1.02366,1.04704,1.35472
2000-05-25,1.203,1.21867,1.02366,1.04704,1.35472
2000-05-26,1.203,1.21867,1.02366,1.04704,1.35472
2000-05-30,1.203,1.21867,1.02366,1.04704,1.35472
2000-05-31,1.203,1.21867,1.02366,1.04704,1.35472
2000-06-01,1.203,1.21867,1.02366,1.04704,1.35472
2000-06-02,1.203,1.21867,1.02366,1.04704,1.35472
2000-06-05,1.203,1.21867,1.02366,1.04704,1.35472
2000-06-06,1.203,1.21867,1.02366,1.04704,1.35472
2000-06-07,1.203,1.21867,1.02366,1.04704,1.35472
2000-06-08,1.203,1.21867,1.02366,1.04704,1.35472
2000-06-09,1.203,1.21867,1.02366,1.04704,1.35472
2000-06-12,1.203,1.21867,1.02366,1.04704,1.35472
2000-06-13,1.203,1.21867,1.02366,1.04704,1.35472
2000-06-14,1.203,1.21867,1.02366,1.04704,1.35472
2000-06-15,1.203,1.21867,1.02366,1.04704,1.35472
2000-06-16,1.203,1.21867,1.02366,1.04704,1.35472
2000-06-19,1.203,1.21867,1.02366,1.04704,1.35472
2000-06-20,1.203,1.21867,1.02366,1.04704,1.35472
2000-06-21,1.203,1.21867,1.02366,1.04704,1.35472
2000-06-22,1.203,1.21867,1.02366,1.04704,1.35472
2000-06-23,1.203,1.21867,1.02366,1.04704,1.35472
2000-06-26,1.21451,1.22824,1.02469,1.04915,1.38064
2000-06-27,1.19998,1.21627,1.0234,1.0465,1.3476
2000-06-28,1.21451,1.22839,1.0247,1.04917,1.38024
2000-06-29,1.18403,1.20329,1.022,1.04363,1.31096
2000-06-30,1.20724,1.22289,1.0241,1.04794,1.36237
2000-07-03,1.23066,1.24229,1.0262,1.05221,1.41522
2000-07-05,1.20906,1.22474,1.0243,1.04833,1.36554
2000-07-06,1.20906,1.22474,1.0243,1.04833,1.36554
2000-07-07,1.20906,1.22474,1.0243,1.04833,1.36554
2000-07-10,1.20906,1.22474,1.0243,1.04833,1.36554
2000-07-11,1.20906,1.22474,1.0243,1.04833,1.36554
2000-07-12,1.20906,1.22474,1.0243,1.04833,1.36554
2000-07-13,1.20906,1.22474,1.0243,1.04833,1.36554
2000-07-14,1.20906,1.22474,1.0243,1.04833,1.36554
2000-07-17,1.20906,1.22474,1.0243,1.04833,1.36554
2000-07-18,1.20906,1.22474,1.0243,1.04833,1.36554
2000-07-19,1.20906,1.22474,1.0243,1.04833,1.36554
2000-07-20,1.20906,1.22474,1.0243,1.04833,1.36554
2000-07-21,1.20906,1.22474,1.0243,1.04833,1.36554
2000-07-24,1.20906,1.22474,1.0243,1.04833,1.36554
2000-07-25,1.20906,1.22474,1.0243,1.04833,1.36554
2000-07-26,1.20906,1.22474,1.0243,1.04833,1.36554
2000-07-27,1.20906,1.22474,1.0243,1.04833,1.36554
2000-07-28,1.13882,1.16664,1.01642,1.03221,1.20687
2000-07-31,1.17241,1.19614,1.02039,1.04027,1.27807
2000-08-01,1.15684,1.18286,1.0186,1.03661,1.24413
2000-08-02,1.13636,1.16516,1.01621,1.03175,1.20007
2000-08-03,1.18552,1.20841,1.02203,1.04357,1.3039
2000-08-04,1.18142,1.20496,1.02156,1.04261,1.29489
2000-08-07,1.20928,1.22854,1.02475,1.04912,1.35595
2000-08-08,1.23386,1.24886,1.02751,1.05476,1.41107
2000-08-09,1.22751,1.24372,1.02681,1.05332,1.39655
2000-08-10,1.22751,1.24372,1.02681,1.05332,1.39655
2000-08-11,1.22751,1.24372,1.02681,1.05332,1.39655
2000-08-14,1.22751,1.24372,1.02681,1.05332,1.39655
2000-08-15,1.22751,1.24372,1.02681,1.05332,1.39655
2000-08-16,1.22751,1.24372,1.02681,1.05332,1.39655
2000-08-17,1.22751,1.24372,1.02681,1.05332,1.39655
2000-08-18,1.22751,1.24372,1.02681,1.05332,1.39655
2000-08-21,1.22751,1.24372,1.02681,1.05332,1.39655
2000-08-22,1.22751,1.24372,1.02681,1.05332,1.39655
2000-08-23,1.22751,1.24372,1.02681,1.05332,1.39655
2000-08-24,1.22751,1.24372,1.02681,1.05332,1.39655
2000-08-25,1.22751,1.24372,1.02681,1.05332,1.39655
2000-08-28,1.22751,1.24372,1.02681,1.05332,1.39655
2000-08-29,1.22751,1.24372,1.02681,1.05332,1.39655
2000-08-30,1.22751,1.24372,1.02681,1.05332,1.39655
2000-08-31,1.22751,1.24372,1.02681,1.05332,1.39655
2000-09-01,1.22751,1.24372,1.02681,1.05332,1.39655
2000-09-05,1.22751,1.24372,1.02681,1.05332,1.39655
2000-09-06,1.22751,1.24372,1.02681,1.05332,1.39655
2000-09-07,1.24353,1.25677,1.02902,1.05787,1.43301
2000-09-08,1.20551,1.2262,1.02382,1.04717,1.34538
2000-09-11,1.1762,1.20189,1.0197,1.03874,1.27997
2000-09-12,1.15799,1.1864,1.01709,1.03342,1.24032
2000-09-13,1.18492,1.20965,1.021,1.04137,1.29801
2000-09-14,1.17858,1.20431,1.0201,1.03953,1.28413
2000-09-15,1.15719,1.18616,1.01703,1.03329,1.23752
2000-09-18,1.13898,1.17042,1.01438,1.0279,1.19856
2000-09-19,1.18095,1.20727,1.02057,1.04044,1.28691
2000-09-20,1.19917,1.2227,1.02318,1.04575,1.32661
2000-09-21,1.18749,1.21296,1.02153,1.04238,1.30077
2000-09-22,1.18749,1.21296,1.02153,1.04238,1.30077
2000-09-25,1.18749,1.21296,1.02153,1.04238,1.30077
2000-09-26,1.18749,1.21296,1.02153,1.04238,1.30077
2000-09-27,1.18749,1.21296,1.02153,1.04238,1.30077
2000-09-28,1.18749,1.21296,1.02153,1.04238,1.30077
2000-09-29,1.18749,1.21296,1.02153,1.04238,1.30077
2000-10-02,1.18749,1.21296,1.02153,1.04238,1.30077
2000-10-03,1.18749,1.21296,1.02153,1.04238,1.30077
2000-10-04,1.18749,1.21296,1.02153,1.04238,1.30077
2000-10-05,1.18749,1.21296,1.02153,1.04238,1.30077
2000-10-06,1.18749,1.21296,1.02153,1.04238,1.30077
2000-10-09,1.18749,1.21296,1.02153,1.04238,1.30077
2000-10-10,1.18749,1.21296,1.02153,1.04238,1.30077
2000-10-11,1.18749,1.21296,1.02153,1.04238,1.30077
2000-10-12,1.18749,1.21296,1.02153,1.04238,1.30077
2000-10-13,1.18749,1.21296,1.02153,1.04238,1.30077
2000-10-16,1.18749,1.21296,1.02153,1.04238,1.30077
2000-10-17,1.18749,1.21296,1.02153,1.04238,1.30077
2000-10-18,1.18749,1.21296,1.02153,1.04238,1.30077
2000-10-19,1.18749,1.21296,1.02153,1.04238,1.30077
2000-10-20,1.18749,1.21296,1.02153,1.04238,1.30077
2000-10-23,1.18749,1.21296,1.02153,1.04238,1.30077
2000-10-24,1.18749,1.21296,1.02153,1.04238,1.30077
2000-10-25,1.18749,1.21296,1.02153,1.04238,1.30077
2000-10-26,1.18749,1.21296,1.02153,1.04238,1.30077
2000-10-27,1.18749,1.21296,1.02153,1.04238,1.30077
2000-10-30,1.18749,1.21296,1.02153,1.04238,1.30077
2000-10-31,1.18749,1.21296,1.02153,1.04238,1.30077
2000-11-01,1.18749,1.21296,1.02153,1.04238,1.30077
2000-11-02,1.18749,1.21296,1.02153,1.04238,1.30077
2000-11-03,1.18749,1.21296,1.02153,1.04238,1.30077
2000-11-06,1.18749,1.21296,1.02153,1.04238,1.30077
2000-11-07,1.18749,1.21296,1.02153,1.04238,1.30077
2000-11-08,1.18749,1.21296,1.02153,1.04238,1.30077
2000-11-09,1.18749,1.21296,1.02153,1.04238,1.30077
2000-11-10,1.18749,1.21296,1.02153,1.04238,1.30077
2000-11-13,1.18749,1.21296,1.02153,1.04238,1.30077
2000-11-14,1.18749,1.21296,1.02153,1.04238,1.30077
2000-11-15,1.18749,1.21296,1.02153,1.04238,1.30077
2000-11-16,1.18749,1.21296,1.02153,1.04238,1.30077
2000-11-17,1.18749,1.21296,1.02153,1.04238,1.30077
2000-11-20,1.18749,1.21296,1.02153,1.04238,1.30077
2000-11-21,1.18749,1.21296,1.02153,1.04238,1.30077
2000-11-22,1.18749,1.21296,1.02153,1.04238,1.30077
2000-11-24,1.18749,1.21296,1.02153,1.04238,1.30077
2000-11-27,1.18749,1.21296,1.02153,1.04238,1.30077
2000-11-28,1.18749,1.21296,1.02153,1.04238,1.30077
2000-11-29,1.18749,1.21296,1.02153,1.04238,1.30077
2000-11-30,1.18749,1.21296,1.02153,1.04238,1.30077
2000-12-01,1.18749,1.21296,1.02153,1.04238,1.30077
2000-12-04,1.18749,1.21296,1.02153,1.04238,1.30077
2000-12-05,1.18749,1.21296,1.02153,1.04238,1.30077
2000-12-06,1.18749,1.21296,1.02153,1.04238,1.30077
2000-12-07,1.18749,1.21296,1.02153,1.04238,1.30077
2000-12-08,1.18749,1.21296,1.02153,1.04238,1.30077
2000-12-11,1.18749,1.21296,1.02153,1.04238,1.30077
2000-12-12,1.18749,1.21296,1.02153,1.04238,1.30077
2000-12-13,1.18749,1.21296,1.02153,1.04238,1.30077
2000-12-14,1.18749,1.21296,1.02153,1.04238,1.30077
2000-12-15,1.18749,1.21296,1.02153,1.04238,1.30077
2000-12-18,1.18749,1.21296,1.02153,1.04238,1.30077
2000-12-19,1.18749,1.21296,1.02153,1.04238,1.30077
2000-12-20,1.18749,1.21296,1.02153,1.04238,1.30077
2000-12-21,1.18749,1.21296,1.02153,1.04238,1.30077
2000-12-22,1.18749,1.21296,1.02153,1.04238,1.30077
2000-12-26,1.18749,1.21296,1.02153,1.04238,1.30077
2000-12-27,1.18749,1.21296,1.02153,1.04238,1.30077
2000-12-28,1.18749,1.21296,1.02153,1.04238,1.30077
2000-12-29,1.18749,1.21296,1.02153,1.04238,1.30077
2001-01-02,1.18749,1.21296,1.02153,1.04238,1.30077
2001-01-03,1.18749,1.21296,1.02153,1.04238,1.30077
2001-01-04,1.18749,1.21296,1.02153,1.04238,1.30077
2001-01-05,1.18749,1.21296,1.02153,1.04238,1.30077
2001-01-08,1.18749,1.21296,1.02153,1.04238,1.30077
2001-01-09,1.18749,1.21296,1.02153,1.04238,1.30077
2001-01-10,1.18749,1.21296,1.02153,1.04238,1.30077
2001-01-11,1.18749,1.21296,1.02153,1.04238,1.30077
2001-01-12,1.18749,1.21296,1.02153,1.04238,1.30077
2001-01-16,1.18749,1.21296,1.02153,1.04238,1.30077
2001-01-17,1.18749,1.21296,1.02153,1.04238,1.30077
2001-01-18,1.18749,1.21296,1.02153,1.04238,1.30077
2001-01-19,1.18749,1.21296,1.02153,1.04238,1.30077
2001-01-22,1.18749,1.21296,1.02153,1.04238,1.30077
2001-01-23,1.18749,1.21296,1.02153,1.04238,1.30077
2001-01-24,1.18749,1.21296,1.02153,1.04238,1.30077
2001-01-25,1.18749,1.21296,1.02153,1.04238,1.30077
2001-01-26,1.18749,1.21296,1.02153,1.04238,1.30077
2001-01-29,1.18749,1.21296,1.02153,1.04238,1.30077
2001-01-30,1.18749,1.21296,1.02153,1.04238,1.30077
2001-01-31,1.18749,1.21296,1.02153,1.04238,1.30077
2001-02-01,1.18749,1.21296,1.02153,1.04238,1.30077
2001-02-02,1.18749,1.21296,1.02153,1.04238,1.30077
2001-02-05,1.18749,1.21296,1.02153,1.04238,1.30077
2001-02-06,1.18749,1.21296,1.02153,1.04238,1.30077
2001-02-07,1.18749,1.21296,1.02153,1.04238,1.30077
2001-02-08,1.18749,1.21296,1.02153,1.04238,1.30077
2001-02-09,1.18749,1.21296,1.02153,1.04238,1.30077
2001-02-12,1.18749,1.21296,1.02153,1.04238,1.30077
2001-02-13,1.18749,1.21296,1.02153,1.04238,1.30077
2001-02-14,1.18749,1.21296,1.02153,1.04238,1.30077
2001-02-15,1.18749,1.21296,1.02153,1.04238,1.30077
2001-02-16,1.18749,1.21296,1.02153,1.04238,1.30077
2001-02-20,1.18749,1.21296,1.02153,1.04238,1.30077
2001-02-21,1.18749,1.21296,1.02153,1.04238,1.30077
2001-02-22,1.18749,1.21296,1.02153,1.04238,1.30077
2001-02-23,1.18749,1.21296,1.02153,1.04238,1.30077
2001-02-26,1.18749,1.21296,1.02153,1.04238,1.30077
2001-02-27,1.18749,1.21296,1.02153,1.04238,1.30077
2001-02-28,1.18749,1.21296,1.02153,1.04238,1.30077
2001-03-01,1.18749,1.21296,1.02153,1.04238,1.30077
2001-03-02,1.18749,1.21296,1.02153,1.04238,1.30077
2001-03-05,1.18749,1.21296,1.02153,1.04238,1.30077
2001-03-06,1.18749,1.21296,1.02153,1.04238,1.30077
2001-03-07,1.18749,1.21296,1.02153,1.04238,1.30077
2001-03-08,1.18749,1.21296,1.02153,1.04238,1.30077
2001-03-09,1.18749,1.21296,1.02153,1.04238,1.30077
2001-03-12,1.18749,1.21296,1.02153,1.04238,1.30077
2001-03-13,1.18749,1.21296,1.02153,1.04238,1.30077
2001-03-14,1.18749,1.21296,1.02153,1.04238,1.30077
2001-03-15,1.18749,1.21296,1.02153,1.04238,1.30077
2001-03-16,1.18749,1.21296,1.02153,1.04238,1.30077
2001-03-19,1.18749,1.21296,1.02153,1.04238,1.30077
2001-03-20,1.18749,1.21296,1.02153,1.04238,1.30077
2001-03-21,1.18749,1.21296,1.02153,1.04238,1.30077
2001-03-22,1.18749,1.21296,1.02153,1.04238,1.30077
2001-03-23,1.18749,1.21296,1.02153,1.04238,1.30077
2001-03-26,1.18749,1.21296,1.02153,1.04238,1.30077
2001-03-27,1.18749,1.21296,1.02153,1.04238,1.30077
2001-03-28,1.18749,1.21296,1.02153,1.04238,1.30077
2001-03-29,1.18749,1.21296,1.02153,1.04238,1.30077
2001-03-30,1.18749,1.21296,1.02153,1.04238,1.30077
2001-04-02,1.18749,1.21296,1.02153,1.04238,1.30077
2001-04-03,1.18749,1.21296,1.02153,1.04238,1.30077
2001-04-04,1.18749,1.21296,1.02153,1.04238,1.30077
2001-04-05,1.18749,1.21296,1.02153,1.04238,1.30077
2001-04-06,1.18749,1.21296,1.02153,1.04238,1.30077
2001-04-09,1.18749,1.21296,1.02153,1.04238,1.30077
2001-04-10,1.18749,1.21296,1.02153,1.04238,1.30077
2001-04-11,1.18749,1.21296,1.02153,1.04238,1.30077
2001-04-12,1.18749,1.21296,1.02153,1.04238,1.30077
2001-04-16,1.18749,1.21296,1.02153,1.04238,1.30077
2001-04-17,1.18749,1.21296,1.02153,1.04238,1.30077
2001-04-18,1.18749,1.21296,1.02153,1.04238,1.30077
2001-04-19,1.18749,1.21296,1.02153,1.04238,1.30077
2001-04-20,1.18749,1.21296,1.02153,1.04238,1.30077
2001-04-23,1.18749,1.21296,1.02153,1.04238,1.30077
2001-04-24,1.18749,1.21296,1.02153,1.04238,1.30077
2001-04-25,1.18749,1.21296,1.02153,1.04238,1.30077
2001-04-26,1.18749,1.21296,1.02153,1.04238,1.30077
2001-04-27,1.18749,1.21296,1.02153,1.04238,1.30077
2001-04-30,1.18749,1.21296,1.02153,1.04238,1.30077
2001-05-01,1.18749,1.21296,1.02153,1.04238,1.30077
2001-05-02,1.18749,1.21296,1.02153,1.04238,1.30077
2001-05-03,1.18749,1.21296,1.02153,1.04238,1.30077
2001-05-04,1.18749,1.21296,1.02153,1.04238,1.30077
2001-05-07,1.18749,1.21296,1.02153,1.04238,1.30077
2001-05-08,1.18749,1.21296,1.02153,1.04238,1.30077
2001-05-09,1.18749,1.21296,1.02153,1.04238,1.30077
2001-05-10,1.18749,1.21296,1.02153,1.04238,1.30077
2001-05-11,1.18749,1.21296,1.02153,1.04238,1.30077
2001-05-14,1.18749,1.21296,1.02153,1.04238,1.30077
2001-05-15,1.18749,1.21296,1.02153,1.04238,1.30077
2001-05-16,1.18749,1.21296,1.02153,1.04238,1.30077
2001-05-17,1.18749,1.21296,1.02153,1.04238,1.30077
2001-05-18,1.18749,1.21296,1.02153,1.04238,1.30077
2001-05-21,1.18749,1.21296,1.02153,1.04238,1.30077
2001-05-22,1.18749,1.21296,1.02153,1.04238,1.30077
2001-05-23,1.18749,1.21296,1.02153,1.04238,1.30077
2001-05-24,1.18749,1.21296,1.02153,1.04238,1.30077
2001-05-25,1.18749,1.21296,1.02153,1.04238,1.30077
2001-05-29,1.18749,1.21296,1.02153,1.04238,1.30077
2001-05-30,1.18749,1.21296,1.02153,1.04238,1.30077
2001-05-31,1.18749,1.21296,1.02153,1.04238,1.30077
2001-06-01,1.18749,1.21296,1.02153,1.04238,1.30077
2001-06-04,1.18749,1.21296,1.02153,1.04238,1.30077
2001-06-05,1.18749,1.21296,1.02153,1.04238,1.30077
2001-06-06,1.18749,1.21296,1.02153,1.04238,1.30077
2001-06-07,1.18749,1.21296,1.02153,1.04238,1.30077
2001-06-08,1.18749,1.21296,1.02153,1.04238,1.30077
2001-06-11,1.18749,1.21296,1.02153,1.04238,1.30077
2001-06-12,1.18749,1.21296,1.02153,1.04238,1.30077
2001-06-13,1.18749,1.21296,1.02153,1.04238,1.30077
2001-06-14,1.18749,1.21296,1.02153,1.04238,1.30077
2001-06-15,1.18749,1.21296,1.02153,1.04238,1.30077
2001-06-18,1.18749,1.21296,1.02153,1.04238,1.30077
2001-06-19,1.18749,1.21296,1.02153,1.04238,1.30077
2001-06-20,1.18749,1.21296,1.02153,1.04238,1.30077
2001-06-21,1.18749,1.21296,1.02153,1.04238,1.30077
2001-06-22,1.18749,1.21296,1.02153,1.04238,1.30077
2001-06-25,1.18749,1.21296,1.02153,1.04238,1.30077
2001-06-26,1.18749,1.21296,1.02153,1.04238,1.30077
2001-06-27,1.18749,1.21296,1.02153,1.04238,1.30077
2001-06-28,1.18749,1.21296,1.02153,1.04238,1.30077
2001-06-29,1.18749,1.21296,1.02153,1.04238,1.30077
2001-07-02,1.18749,1.21296,1.02153,1.04238,1.30077
2001-07-03,1.18749,1.21296,1.02153,1.04238,1.30077
2001-07-05,1.18749,1.21296,1.02153,1.04238,1.30077
2001-07-06,1.18749,1.21296,1.02153,1.04238,1.30077
2001-07-09,1.18749,1.21296,1.02153,1.04238,1.30077
2001-07-10,1.18749,1.21296,1.02153,1.04238,1.30077
2001-07-11,1.18749,1.21296,1.02153,1.04238,1.30077
2001-07-12,1.18749,1.21296,1.02153,1.04238,1.30077
2001-07-13,1.18749,1.21296,1.02153,1.04238,1.30077
2001-07-16,1.18749,1.21296,1.02153,1.04238,1.30077
2001-07-17,1.18749,1.21296,1.02153,1.04238,1.30077
2001-07-18,1.18749,1.21296,1.02153,1.04238,1.30077
2001-07-19,1.18749,1.21296,1.02153,1.04238,1.30077
2001-07-20,1.18749,1.21296,1.02153,1.04238,1.30077
2001-07-23,1.18749,1.21296,1.02153,1.04238,1.30077
2001-07-24,1.18749,1.21296,1.02153,1.04238,1.30077
2001-07-25,1.18749,1.21296,1.02153,1.04238,1.30077
2001-07-26,1.18749,1.21296,1.02153,1.04238,1.30077
2001-07-27,1.18749,1.21296,1.02153,1.04238,1.30077
2001-07-30,1.18749,1.21296,1.02153,1.04238,1.30077
2001-07-31,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-01,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-02,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-03,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-06,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-07,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-08,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-09,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-10,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-13,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-14,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-15,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-16,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-17,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-20,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-21,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-22,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-23,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-24,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-27,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-28,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-29,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-30,1.18749,1.21296,1.02153,1.04238,1.30077
2001-08-31,1.18749,1.21296,1.02153,1.04238,1.30077
2001-09-04,1.18749,1.21296,1.02153,1.04238,1.30077
2001-09-05,1.18749,1.21296,1.02153,1.04238,1.30077
2001-09-06,1.18749,1.21296,1.02153,1.04238,1.30077
2001-09-07,1.18749,1.21296,1.02153,1.04238,1.30077
2001-09-10,1.18749,1.21296,1.02153,1.04238,1.30077
2001-09-17,1.18749,1.21296,1.02153,1.04238,1.30077
2001-09-18,1.18749,1.21296,1.02153,1.04238,1.30077
2001-09-19,1.18749,1.21296,1.02153,1.04238,1.30077
