Date,capital_100,fijo_10k,riesgo_1pct_atr,riesgo_2pct_atr,apalancado_x2
2005-04-26,1.47236,1.43951,1.06599,1.1331,1.95432
2005-04-27,1.47236,1.43951,1.06599,1.1331,1.95432
2005-04-28,1.47236,1.43951,1.06599,1.1331,1.95432
2005-04-29,1.47236,1.43951,1.06599,1.1331,1.95432
2005-05-02,1.47236,1.43951,1.06599,1.1331,1.95432
2005-05-03,1.47236,1.43951,1.06599,1.1331,1.95432
2005-05-04,1.47236,1.43951,1.06599,1.1331,1.95432
2005-05-05,1.47236,1.43951,1.06599,1.1331,1.95432
2005-05-06,1.47236,1.43951,1.06599,1.1331,1.95432
2005-05-09,1.47236,1.43951,1.06599,1.1331,1.95432
2005-05-10,1.47236,1.43951,1.06599,1.1331,1.95432
2005-05-11,1.47236,1.43951,1.06599,1.1331,1.95432
2005-05-12,1.47236,1.43951,1.06599,1.1331,1.95432
2005-05-13,1.47236,1.43951,1.06599,1.1331,1.95432
2005-05-16,1.47236,1.43951,1.06599,1.1331,1.95432
2005-05-17,1.47236,1.43951,1.06599,1.1331,1.95432
2005-05-18,1.47236,1.43951,1.06599,1.1331,1.95432
2005-05-19,1.47236,1.43951,1.06599,1.1331,1.95432
2005-05-20,1.47236,1.43951,1.06599,1.1331,1.95432
2005-05-23,1.47236,1.43951,1.06599,1.1331,1.95432
2005-05-24,1.47236,1.43951,1.06599,1.1331,1.95432
2005-05-25,1.47236,1.43951,1.06599,1.1331,1.95432
2005-05-26,1.47236,1.43951,1.06599,1.1331,1.95432
2005-05-27,1.47236,1.43951,1.06599,1.1331,1.95432
2005-05-31,1.47236,1.43951,1.06599,1.1331,1.95432
2005-06-01,1.47236,1.43951,1.06599,1.1331,1.95432
2005-06-02,1.47236,1.43951,1.06599,1.1331,1.95432
2005-06-03,1.47236,1.43951,1.06599,1.1331,1.95432
2005-06-06,1.47236,1.43951,1.06599,1.1331,1.95432
2005-06-07,1.47236,1.43951,1.06599,1.1331,1.95432
2005-06-08,1.46503,1.43453,1.06385,1.12856,1.93485
2005-06-09,1.47435,1.44089,1.06657,1.13433,1.95947
2005-06-10,1.45881,1.43035,1.06206,1.12473,1.91816
2005-06-13,1.4658,1.43515,1.0641,1.12906,1.93655
2005-06-14,1.45997,1.43117,1.0624,1.12545,1.92115
2005-06-15,1.46464,1.43436,1.06377,1.12834,1.93342
2005-06-16,1.47241,1.43967,1.06603,1.13315,1.95393
2005-06-17,1.4726,1.4398,1.06609,1.13327,1.95445
2005-06-20,1.4726,1.4398,1.06609,1.13327,1.95445
2005-06-21,1.47183,1.43928,1.06586,1.13279,1.95239
2005-06-22,1.47692,1.44273,1.06734,1.13594,1.9659
2005-06-23,1.47692,1.44273,1.06734,1.13594,1.9659
2005-06-24,1.45999,1.43127,1.06267,1.12598,1.92083
2005-06-27,1.45327,1.42667,1.0608,1.12202,1.90316
2005-06-28,1.4671,1.43618,1.06466,1.13018,1.93937
2005-06-29,1.46393,1.43403,1.06378,1.12832,1.93101
2005-06-30,1.45248,1.42621,1.0606,1.12157,1.9008
2005-07-01,1.45051,1.42485,1.06004,1.1204,1.89563
2005-07-05,1.46552,1.43519,1.06424,1.12926,1.93485
2005-07-06,1.45841,1.43034,1.06226,1.12508,1.91609
2005-07-07,1.46354,1.43386,1.06369,1.1281,1.92957
2005-07-08,1.49158,1.45302,1.07149,1.14463,2.00351
2005-07-11,1.49478,1.45517,1.07237,1.14651,2.01211
2005-07-12,1.49478,1.45517,1.07237,1.14651,2.01211
2005-07-13,1.49478,1.45517,1.07237,1.14651,2.01211
2005-07-14,1.49478,1.45517,1.07237,1.14651,2.01211
2005-07-15,1.49478,1.45517,1.07237,1.14651,2.01211
2005-07-18,1.49478,1.45517,1.07237,1.14651,2.01211
2005-07-19,1.49478,1.45517,1.07237,1.14651,2.01211
2005-07-20,1.49478,1.45517,1.07237,1.14651,2.01211
2005-07-21,1.49478,1.45517,1.07237,1.14651,2.01211
2005-07-22,1.49478,1.45517,1.07237,1.14651,2.01211
2005-07-25,1.49478,1.45517,1.07237,1.14651,2.01211
2005-07-26,1.49478,1.45517,1.07237,1.14651,2.01211
2005-07-27,1.49478,1.45517,1.07237,1.14651,2.01211
2005-07-28,1.49478,1.45517,1.07237,1.14651,2.01211
2005-07-29,1.49478,1.45517,1.07237,1.14651,2.01211
2005-08-01,1.49478,1.45517,1.07237,1.14651,2.01211
2005-08-02,1.49478,1.45517,1.07237,1.14651,2.01211
2005-08-03,1.49478,1.45517,1.07237,1.14651,2.01211
2005-08-04,1.49478,1.45517,1.07237,1.14651,2.01211
2005-08-05,1.49478,1.45517,1.07237,1.14651,2.01211
2005-08-08,1.48156,1.44632,1.06789,1.13694,1.97651
2005-08-09,1.49139,1.45296,1.07123,1.14406,2.00274
2005-08-10,1.47854,1.44434,1.06687,1.13475,1.96822
2005-08-11,1.49063,1.45252,1.07099,1.14351,2.00042
2005-08-12,1.48231,1.44694,1.06817,1.13749,1.9781
2005-08-15,1.47893,1.44466,1.06702,1.13504,1.96906
2005-08-16,1.47893,1.44466,1.06702,1.13504,1.96906
2005-08-17,1.47893,1.44466,1.06702,1.13504,1.96906
2005-08-18,1.47893,1.44466,1.06702,1.13504,1.96906
2005-08-19,1.47893,1.44466,1.06702,1.13504,1.96906
2005-08-22,1.47893,1.44466,1.06702,1.13504,1.96906
2005-08-23,1.47893,1.44466,1.06702,1.13504,1.96906
2005-08-24,1.47893,1.44466,1.06702,1.13504,1.96906
2005-08-25,1.47895,1.44467,1.06703,1.13505,1.96913
2005-08-26,1.47397,1.44131,1.06551,1.13183,1.95587
2005-08-29,1.48547,1.4491,1.06902,1.13928,1.98638
2005-08-30,1.48011,1.44549,1.06739,1.13581,1.97203
2005-08-31,1.48013,1.44551,1.0674,1.13582,1.9721
2005-09-01,1.48013,1.44551,1.0674,1.13582,1.9721
2005-09-02,1.48013,1.44551,1.0674,1.13582,1.9721
2005-09-06,1.48013,1.44551,1.0674,1.13582,1.9721
2005-09-07,1.48013,1.44551,1.0674,1.13582,1.9721
2005-09-08,1.48013,1.44551,1.0674,1.13582,1.9721
2005-09-09,1.48013,1.44551,1.0674,1.13582,1.9721
2005-09-12,1.48013,1.44551,1.0674,1.13582,1.9721
2005-09-13,1.48013,1.44551,1.0674,1.13582,1.9721
2005-09-14,1.48013,1.44551,1.0674,1.13582,1.9721
2005-09-15,1.47563,1.44247,1.06587,1.13257,1.9601
2005-09-16,1.48467,1.4486,1.06894,1.1391,1.98412
2005-09-19,1.47299,1.44073,1.06498,1.13066,1.95289
2005-09-20,1.46696,1.43664,1.06293,1.12631,1.93692
2005-09-21,1.45076,1.42559,1.05741,1.11459,1.89413
2005-09-22,1.45603,1.42922,1.05921,1.11841,1.90789
2005-09-23,1.46017,1.43207,1.06063,1.1214,1.91876
2005-09-26,1.46773,1.43725,1.06322,1.12687,1.93861
2005-09-27,1.46773,1.43725,1.06322,1.12687,1.93861
2005-09-28,1.46773,1.43725,1.06322,1.12687,1.93861
2005-09-29,1.46773,1.43725,1.06322,1.12687,1.93861
2005-09-30,1.46773,1.43725,1.06322,1.12687,1.93861
2005-10-03,1.46773,1.43725,1.06322,1.12687,1.93861
2005-10-04,1.46773,1.43725,1.06322,1.12687,1.93861
2005-10-05,1.46773,1.43725,1.06322,1.12687,1.93861
2005-10-06,1.44881,1.42436,1.05748,1.1147,1.88865
2005-10-07,1.45222,1.42671,1.05852,1.1169,1.89754
2005-10-10,1.44427,1.42123,1.05609,1.11177,1.87675
2005-10-11,1.43707,1.41625,1.05388,1.10712,1.85804
2005-10-12,1.42003,1.40439,1.04865,1.09612,1.81397
2005-10-13,1.43101,1.41212,1.05205,1.10323,1.84203
2005-10-14,1.44162,1.41954,1.05531,1.11008,1.86934
2005-10-17,1.44128,1.4193,1.05521,1.10986,1.86845
2005-10-18,1.44128,1.4193,1.05521,1.10986,1.86845
2005-10-19,1.44128,1.4193,1.05521,1.10986,1.86845
2005-10-20,1.44128,1.4193,1.05521,1.10986,1.86845
2005-10-21,1.44128,1.4193,1.05521,1.10986,1.86845
2005-10-24,1.44128,1.4193,1.05521,1.10986,1.86845
2005-10-25,1.44128,1.4193,1.05521,1.10986,1.86845
2005-10-26,1.44128,1.4193,1.05521,1.10986,1.86845
2005-10-27,1.44128,1.4193,1.05521,1.10986,1.86845
2005-10-28,1.4466,1.42299,1.05658,1.11274,1.88224
2005-10-31,1.46736,1.43734,1.0619,1.12395,1.93628
2005-11-01,1.46323,1.43453,1.06085,1.12173,1.92538
2005-11-02,1.46323,1.43453,1.06085,1.12173,1.92538
2005-11-03,1.46323,1.43453,1.06085,1.12173,1.92538
2005-11-04,1.46323,1.43453,1.06085,1.12173,1.92538
2005-11-07,1.46323,1.43453,1.06085,1.12173,1.92538
2005-11-08,1.46323,1.43453,1.06085,1.12173,1.92538
2005-11-09,1.46323,1.43453,1.06085,1.12173,1.92538
2005-11-10,1.46323,1.43453,1.06085,1.12173,1.92538
2005-11-11,1.46323,1.43453,1.06085,1.12173,1.92538
2005-11-14,1.46323,1.43453,1.06085,1.12173,1.92538
2005-11-15,1.46323,1.43453,1.06085,1.12173,1.92538
2005-11-16,1.46323,1.43453,1.06085,1.12173,1.92538
2005-11-17,1.46323,1.43453,1.06085,1.12173,1.92538
2005-11-18,1.46323,1.43453,1.06085,1.12173,1.92538
2005-11-21,1.46323,1.43453,1.06085,1.12173,1.92538
2005-11-22,1.46323,1.43453,1.06085,1.12173,1.92538
2005-11-23,1.46323,1.43453,1.06085,1.12173,1.92538
2005-11-25,1.46323,1.43453,1.06085,1.12173,1.92538
2005-11-28,1.46323,1.43453,1.06085,1.12173,1.92538
2005-11-29,1.46323,1.43453,1.06085,1.12173,1.92538
2005-11-30,1.46109,1.43307,1.06014,1.12023,1.91974
2005-12-01,1.48837,1.45174,1.06918,1.13932,1.99143
2005-12-02,1.49191,1.45411,1.07034,1.1418,2.0009
2005-12-05,1.48939,1.45243,1.06951,1.14004,1.99415
2005-12-06,1.48939,1.45243,1.06951,1.14004,1.99415
2005-12-07,1.48939,1.45243,1.06951,1.14004,1.99415
2005-12-08,1.48939,1.45243,1.06951,1.14004,1.99415
2005-12-09,1.49438,1.45578,1.07108,1.14338,2.0075
2005-12-12,1.49975,1.45937,1.07277,1.14699,2.02194
2005-12-13,1.50584,1.46343,1.07468,1.15107,2.03836
2005-12-14,1.50083,1.4601,1.07311,1.14771,2.02479
2005-12-15,1.50333,1.46177,1.0739,1.14939,2.03155
2005-12-16,1.49296,1.45487,1.07065,1.14244,2.0035
2005-12-19,1.46926,1.439,1.0632,1.12654,1.9399
2005-12-20,1.47034,1.43973,1.06354,1.12727,1.94275
2005-12-21,1.4768,1.44413,1.06559,1.13161,1.95983
2005-12-22,1.48649,1.45069,1.06866,1.13812,1.98555
2005-12-23,1.4897,1.45285,1.06967,1.14027,1.99411
2005-12-27,1.4897,1.45285,1.06967,1.14027,1.99411
2005-12-28,1.4897,1.45285,1.06967,1.14027,1.99411
2005-12-29,1.4897,1.45285,1.06967,1.14027,1.99411
2005-12-30,1.48418,1.44914,1.06791,1.13653,1.97933
2006-01-03,1.51723,1.47141,1.07844,1.15894,2.0675
2006-01-04,1.53302,1.48182,1.08341,1.16962,2.11053
2006-01-05,1.53263,1.48156,1.08329,1.16936,2.10944
2006-01-06,1.53263,1.48156,1.08329,1.16936,2.10944
2006-01-09,1.53263,1.48156,1.08329,1.16936,2.10944
2006-01-10,1.53263,1.48156,1.08329,1.16936,2.10944
2006-01-11,1.53263,1.48156,1.08329,1.16936,2.10944
2006-01-12,1.53263,1.48156,1.08329,1.16936,2.10944
2006-01-13,1.53263,1.48156,1.08329,1.16936,2.10944
2006-01-17,1.53263,1.48156,1.08329,1.16936,2.10944
2006-01-18,1.53263,1.48156,1.08329,1.16936,2.10944
2006-01-19,1.53547,1.48342,1.08416,1.17123,2.11727
2006-01-20,1.53254,1.48151,1.08326,1.1693,2.10918
2006-01-23,1.52807,1.47859,1.0821,1.16679,2.09689
2006-01-24,1.53474,1.48295,1.08384,1.17054,2.11518
2006-01-25,1.52807,1.47861,1.0821,1.16679,2.09681
2006-01-26,1.53881,1.48564,1.0849,1.17283,2.12628
2006-01-27,1.55955,1.49912,1.09029,1.18449,2.1836
2006-01-30,1.56136,1.50028,1.09076,1.1855,2.18866
2006-01-31,1.56136,1.50028,1.09076,1.1855,2.18866
2006-02-01,1.56136,1.50028,1.09076,1.1855,2.18866
2006-02-02,1.56136,1.50028,1.09076,1.1855,2.18866
2006-02-03,1.55299,1.49492,1.08854,1.18068,2.1652
2006-02-06,1.54881,1.49223,1.08743,1.17827,2.15355
2006-02-07,1.54198,1.48782,1.08561,1.17433,2.13456
2006-02-08,1.55982,1.49938,1.09038,1.18463,2.18394
2006-02-09,1.54502,1.48989,1.08645,1.17611,2.14249
2006-02-10,1.55451,1.49604,1.08898,1.18159,2.16881
2006-02-13,1.53667,1.48456,1.08425,1.17131,2.11904
2006-02-14,1.55223,1.49469,1.08841,1.1803,2.16195
2006-02-15,1.5621,1.50105,1.09103,1.18599,2.18944
2006-02-16,1.56701,1.50419,1.09233,1.18881,2.2032
2006-02-17,1.56701,1.50419,1.09233,1.18881,2.2032
2006-02-21,1.56701,1.50419,1.09233,1.18881,2.2032
2006-02-22,1.56701,1.50419,1.09233,1.18881,2.2032
2006-02-23,1.56701,1.50419,1.09233,1.18881,2.2032
2006-02-24,1.56701,1.50419,1.09233,1.18881,2.2032
2006-02-27,1.56701,1.50419,1.09233,1.18881,2.2032
2006-02-28,1.56701,1.50419,1.09233,1.18881,2.2032
2006-03-01,1.56701,1.50419,1.09233,1.18881,2.2032
2006-03-02,1.56701,1.50419,1.09233,1.18881,2.2032
2006-03-03,1.56701,1.50419,1.09233,1.18881,2.2032
2006-03-06,1.56701,1.50419,1.09233,1.18881,2.2032
2006-03-07,1.56701,1.50419,1.09233,1.18881,2.2032
2006-03-08,1.57045,1.50639,1.0932,1.1907,2.2129
2006-03-09,1.557,1.49782,1.08982,1.18334,2.17499
2006-03-10,1.55854,1.49881,1.09021,1.18418,2.17928
2006-03-13,1.56315,1.50177,1.09137,1.18671,2.19218
2006-03-14,1.58967,1.51873,1.09805,1.20124,2.26655
2006-03-15,1.60312,1.52719,1.10141,1.20858,2.3049
2006-03-16,1.60731,1.52981,1.10244,1.21086,2.31695
2006-03-17,1.60731,1.52981,1.10244,1.21086,2.31695
2006-03-20,1.60731,1.52981,1.10244,1.21086,2.31695
2006-03-21,1.60731,1.52981,1.10244,1.21086,2.31695
2006-03-22,1.60731,1.52981,1.10244,1.21086,2.31695
2006-03-23,1.60731,1.52981,1.10244,1.21086,2.31695
2006-03-24,1.60731,1.52981,1.10244,1.21086,2.31695
2006-03-27,1.60731,1.52981,1.10244,1.21086,2.31695
2006-03-28,1.60731,1.52981,1.10244,1.21086,2.31695
2006-03-29,1.60731,1.52981,1.10244,1.21086,2.31695
2006-03-30,1.60731,1.52981,1.10244,1.21086,2.31695
2006-03-31,1.60731,1.52981,1.10244,1.21086,2.31695
2006-04-03,1.60731,1.52981,1.10244,1.21086,2.31695
2006-04-04,1.60731,1.52981,1.10244,1.21086,2.31695
2006-04-05,1.60731,1.52981,1.10244,1.21086,2.31695
2006-04-06,1.60731,1.52981,1.10244,1.21086,2.31695
2006-04-07,1.60731,1.52981,1.10244,1.21086,2.31695
2006-04-10,1.60731,1.52981,1.10244,1.21086,2.31695
2006-04-11,1.60731,1.52981,1.10244,1.21086,2.31695
2006-04-12,1.60612,1.52907,1.10213,1.21017,2.31354
2006-04-13,1.61263,1.53312,1.10386,1.21397,2.33229
2006-04-17,1.59578,1.52267,1.09939,1.20412,2.28355
2006-04-18,1.62643,1.54188,1.10758,1.22208,2.37125
2006-04-19,1.6337,1.54635,1.10951,1.22633,2.39247
2006-04-20,1.6325,1.54562,1.10919,1.22563,2.38896
2006-04-21,1.6325,1.54562,1.10919,1.22563,2.38896
2006-04-24,1.6325,1.54562,1.10919,1.22563,2.38896
2006-04-25,1.6325,1.54562,1.10919,1.22563,2.38896
2006-04-26,1.63169,1.54512,1.10898,1.22516,2.38657
2006-04-27,1.64728,1.55467,1.11303,1.23411,2.43218
2006-04-28,1.6313,1.54497,1.1089,1.22495,2.38498
2006-05-01,1.61532,1.53517,1.10475,1.21578,2.33826
2006-05-02,1.6196,1.53783,1.10587,1.21825,2.35067
2006-05-03,1.61726,1.53638,1.10526,1.2169,2.34388
2006-05-04,1.63052,1.54458,1.10872,1.22453,2.38229
2006-05-05,1.64338,1.55247,1.11206,1.23191,2.41988
2006-05-08,1.63944,1.55007,1.11105,1.22965,2.40829
2006-05-09,1.63944,1.55007,1.11105,1.22965,2.40829
2006-05-10,1.63944,1.55007,1.11105,1.22965,2.40829
2006-05-11,1.6036,1.52821,1.10063,1.20661,2.30297
2006-05-12,1.58195,1.51471,1.09427,1.19265,2.24079
2006-05-15,1.58077,1.51396,1.09392,1.19188,2.23745
2006-05-16,1.56896,1.50649,1.09041,1.18425,2.20401
2006-05-17,1.5477,1.49294,1.08408,1.1705,2.1443
2006-05-18,1.53707,1.48607,1.08089,1.16361,2.11485
2006-05-19,1.54888,1.49376,1.08445,1.17127,2.14734
2006-05-22,1.53392,1.4841,1.07996,1.16158,2.10586
2006-05-23,1.51897,1.47435,1.07545,1.15187,2.0648
2006-05-24,1.5292,1.48109,1.07856,1.15852,2.09262
2006-05-25,1.54928,1.49421,1.08462,1.17156,2.14757
2006-05-26,1.55204,1.496,1.08545,1.17335,2.15524
2006-05-30,1.55204,1.496,1.08545,1.17335,2.15524
2006-05-31,1.55204,1.496,1.08545,1.17335,2.15524
2006-06-01,1.55204,1.496,1.08545,1.17335,2.15524
2006-06-02,1.55204,1.496,1.08545,1.17335,2.15524
2006-06-05,1.55204,1.496,1.08545,1.17335,2.15524
2006-06-06,1.55204,1.496,1.08545,1.17335,2.15524
2006-06-07,1.55204,1.496,1.08545,1.17335,2.15524
2006-06-08,1.55204,1.496,1.08545,1.17335,2.15524
2006-06-09,1.55204,1.496,1.08545,1.17335,2.15524
2006-06-12,1.55204,1.496,1.08545,1.17335,2.15524
2006-06-13,1.55204,1.496,1.08545,1.17335,2.15524
2006-06-14,1.55204,1.496,1.08545,1.17335,2.15524
2006-06-15,1.55204,1.496,1.08545,1.17335,2.15524
2006-06-16,1.55204,1.496,1.08545,1.17335,2.15524
2006-06-19,1.55204,1.496,1.08545,1.17335,2.15524
2006-06-20,1.55204,1.496,1.08545,1.17335,2.15524
2006-06-21,1.55204,1.496,1.08545,1.17335,2.15524
2006-06-22,1.55204,1.496,1.08545,1.17335,2.15524
2006-06-23,1.55204,1.496,1.08545,1.17335,2.15524
2006-06-26,1.55204,1.496,1.08545,1.17335,2.15524
2006-06-27,1.55204,1.496,1.08545,1.17335,2.15524
2006-06-28,1.55204,1.496,1.08545,1.17335,2.15524
2006-06-29,1.55204,1.496,1.08545,1.17335,2.15524
2006-06-30,1.55204,1.496,1.08545,1.17335,2.15524
2006-07-03,1.55204,1.496,1.08545,1.17335,2.15524
2006-07-05,1.55204,1.496,1.08545,1.17335,2.15524
2006-07-06,1.55204,1.496,1.08545,1.17335,2.15524
2006-07-07,1.55204,1.496,1.08545,1.17335,2.15524
2006-07-10,1.55204,1.496,1.08545,1.17335,2.15524
2006-07-11,1.55204,1.496,1.08545,1.17335,2.15524
2006-07-12,1.55204,1.496,1.08545,1.17335,2.15524
2006-07-13,1.55204,1.496,1.08545,1.17335,2.15524
2006-07-14,1.55204,1.496,1.08545,1.17335,2.15524
2006-07-17,1.55204,1.496,1.08545,1.17335,2.15524
2006-07-18,1.55204,1.496,1.08545,1.17335,2.15524
2006-07-19,1.55204,1.496,1.08545,1.17335,2.15524
2006-07-20,1.55204,1.496,1.08545,1.17335,2.15524
2006-07-21,1.55204,1.496,1.08545,1.17335,2.15524
2006-07-24,1.55204,1.496,1.08545,1.17335,2.15524
2006-07-25,1.55204,1.496,1.08545,1.17335,2.15524
2006-07-26,1.55204,1.496,1.08545,1.17335,2.15524
2006-07-27,1.55204,1.496,1.08545,1.17335,2.15524
2006-07-28,1.55204,1.496,1.08545,1.17335,2.15524
2006-07-31,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-01,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-02,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-03,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-04,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-07,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-08,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-09,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-10,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-11,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-14,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-15,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-16,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-17,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-18,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-21,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-22,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-23,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-24,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-25,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-28,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-29,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-30,1.55204,1.496,1.08545,1.17335,2.15524
2006-08-31,1.55204,1.496,1.08545,1.17335,2.15524
2006-09-01,1.55204,1.496,1.08545,1.17335,2.15524
2006-09-05,1.55204,1.496,1.08545,1.17335,2.15524
2006-09-06,1.55204,1.496,1.08545,1.17335,2.15524
2006-09-07,1.55204,1.496,1.08545,1.17335,2.15524
2006-09-08,1.55204,1.496,1.08545,1.17335,2.15524
2006-09-11,1.55204,1.496,1.08545,1.17335,2.15524
2006-09-12,1.55204,1.496,1.08545,1.17335,2.15524
2006-09-13,1.55204,1.496,1.08545,1.17335,2.15524
2006-09-14,1.55204,1.496,1.08545,1.17335,2.15524
2006-09-15,1.55204,1.496,1.08545,1.17335,2.15524
2006-09-18,1.55204,1.496,1.08545,1.17335,2.15524
2006-09-19,1.55204,1.496,1.08545,1.17335,2.15524
2006-09-20,1.55204,1.496,1.08545,1.17335,2.15524
2006-09-21,1.55204,1.496,1.08545,1.17335,2.15524
2006-09-22,1.55204,1.496,1.08545,1.17335,2.15524
2006-09-25,1.55204,1.496,1.08545,1.17335,2.15524
2006-09-26,1.55204,1.496,1.08545,1.17335,2.15524
2006-09-27,1.55204,1.496,1.08545,1.17335,2.15524
2006-09-28,1.55204,1.496,1.08545,1.17335,2.15524
2006-09-29,1.55204,1.496,1.08545,1.17335,2.15524
2006-10-02,1.55204,1.496,1.08545,1.17335,2.15524
2006-10-03,1.56251,1.50274,1.08806,1.17898,2.1843
2006-10-04,1.60088,1.5273,1.09756,1.19958,2.29159
2006-10-05,1.60008,1.5268,1.09737,1.19915,2.2893
2006-10-06,1.60008,1.5268,1.09737,1.19915,2.2893
2006-10-09,1.60008,1.5268,1.09737,1.19915,2.2893
2006-10-10,1.60008,1.5268,1.09737,1.19915,2.2893
2006-10-11,1.60008,1.5268,1.09737,1.19915,2.2893
2006-10-12,1.60008,1.5268,1.09737,1.19915,2.2893
2006-10-13,1.60008,1.5268,1.09737,1.19915,2.2893
2006-10-16,1.60008,1.5268,1.09737,1.19915,2.2893
2006-10-17,1.60008,1.5268,1.09737,1.19915,2.2893
2006-10-18,1.60008,1.5268,1.09737,1.19915,2.2893
2006-10-19,1.60008,1.5268,1.09737,1.19915,2.2893
2006-10-20,1.60008,1.5268,1.09737,1.19915,2.2893
2006-10-23,1.60008,1.5268,1.09737,1.19915,2.2893
2006-10-24,1.60008,1.5268,1.09737,1.19915,2.2893
2006-10-25,1.60008,1.5268,1.09737,1.19915,2.2893
2006-10-26,1.60008,1.5268,1.09737,1.19915,2.2893
2006-10-27,1.60008,1.5268,1.09737,1.19915,2.2893
2006-10-30,1.60008,1.5268,1.09737,1.19915,2.2893
2006-10-31,1.60008,1.5268,1.09737,1.19915,2.2893
2006-11-01,1.60008,1.5268,1.09737,1.19915,2.2893
2006-11-02,1.60008,1.5268,1.09737,1.19915,2.2893
2006-11-03,1.60008,1.5268,1.09737,1.19915,2.2893
2006-11-06,1.60008,1.5268,1.09737,1.19915,2.2893
2006-11-07,1.60008,1.5268,1.09737,1.19915,2.2893
2006-11-08,1.60008,1.5268,1.09737,1.19915,2.2893
2006-11-09,1.60008,1.5268,1.09737,1.19915,2.2893
2006-11-10,1.60008,1.5268,1.09737,1.19915,2.2893
2006-11-13,1.60008,1.5268,1.09737,1.19915,2.2893
2006-11-14,1.60008,1.5268,1.09737,1.19915,2.2893
2006-11-15,1.60008,1.5268,1.09737,1.19915,2.2893
2006-11-16,1.60008,1.5268,1.09737,1.19915,2.2893
2006-11-17,1.60008,1.5268,1.09737,1.19915,2.2893
2006-11-20,1.60008,1.5268,1.09737,1.19915,2.2893
2006-11-21,1.60008,1.5268,1.09737,1.19915,2.2893
2006-11-22,1.60008,1.5268,1.09737,1.19915,2.2893
2006-11-24,1.60008,1.5268,1.09737,1.19915,2.2893
2006-11-27,1.60008,1.5268,1.09737,1.19915,2.2893
2006-11-28,1.60884,1.53227,1.09969,1.20424,2.31435
2006-11-29,1.61987,1.53913,1.10261,1.21063,2.34608
2006-11-30,1.61832,1.53818,1.10221,1.20974,2.34161
2006-12-01,1.61832,1.53818,1.10221,1.20974,2.34161
2006-12-04,1.61832,1.53818,1.10221,1.20974,2.34161
2006-12-05,1.61832,1.53818,1.10221,1.20974,2.34161
2006-12-06,1.61832,1.53818,1.10221,1.20974,2.34161
2006-12-07,1.61832,1.53818,1.10221,1.20974,2.34161
2006-12-08,1.61832,1.53818,1.10221,1.20974,2.34161
2006-12-11,1.61832,1.53818,1.10221,1.20974,2.34161
2006-12-12,1.61832,1.53818,1.10221,1.20974,2.34161
2006-12-13,1.61832,1.53818,1.10221,1.20974,2.34161
2006-12-14,1.61832,1.53818,1.10221,1.20974,2.34161
2006-12-15,1.61832,1.53818,1.10221,1.20974,2.34161
2006-12-18,1.61832,1.53818,1.10221,1.20974,2.34161
2006-12-19,1.61832,1.53818,1.10221,1.20974,2.34161
2006-12-20,1.61832,1.53818,1.10221,1.20974,2.34161
2006-12-21,1.6042,1.52945,1.09873,1.2021,2.30074
2006-12-22,1.58756,1.51908,1.09461,1.19309,2.253
2006-12-26,1.59421,1.52327,1.09627,1.1967,2.2719
2006-12-27,1.60235,1.52837,1.09829,1.20112,2.29509
2006-12-28,1.59674,1.52487,1.0969,1.19808,2.27903
2006-12-29,1.59674,1.52487,1.0969,1.19808,2.27903
2007-01-03,1.59674,1.52487,1.0969,1.19808,2.27903
2007-01-04,1.59674,1.52487,1.0969,1.19808,2.27903
2007-01-05,1.59674,1.52487,1.0969,1.19808,2.27903
2007-01-08,1.59674,1.52487,1.0969,1.19808,2.27903
2007-01-09,1.59674,1.52487,1.0969,1.19808,2.27903
2007-01-10,1.59674,1.52487,1.0969,1.19808,2.27903
2007-01-11,1.59674,1.52487,1.0969,1.19808,2.27903
2007-01-12,1.59674,1.52487,1.0969,1.19808,2.27903
2007-01-16,1.59674,1.52487,1.0969,1.19808,2.27903
2007-01-17,1.59674,1.52487,1.0969,1.19808,2.27903
2007-01-18,1.59674,1.52487,1.0969,1.19808,2.27903
2007-01-19,1.6032,1.52892,1.0985,1.20157,2.29747
2007-01-22,1.58578,1.51805,1.0942,1.19218,2.24753
